x,y,cluster
62.72969,29.96007,64
62.73839,29.98408,64
62.78182,30.07428,33
62.79837,30.10651,33
62.80333,30.12259,33
62.80675,30.13931,33
62.81511,30.13996,33
62.92658,30.10881,11
62.93443,30.11295,11
62.95434,30.08768,11
63.0292,30.09789,11
63.04425,30.12574,11
63.0751,30.13108,11
63.2918,30.074,25
63.32338,30.03195,25
63.4092,29.7839,68
63.15145,27.31827,31
63.16251,27.30253,31
63.17124,27.29164,31
62.60038,29.74543,1
62.60043,29.74522,1
62.60036,29.74543,1
62.60129,29.74633,1
62.60123,29.74616,1
63.24651,30.13505,25
63.24651,30.13505,25
63.24651,30.13505,25
63.24651,30.13505,25
62.59809,29.74448,3
63.32124,30.02362,68
63.32132,30.02322,68
63.31997,30.02369,68
63.31999,30.02381,68
63.31932,30.02308,68
63.32332,30.03331,25
63.32118,30.06133,25
63.32657,30.08015,25
63.31026,30.03708,59
63.31279,30.03376,25
63.31314,30.03337,25
63.31537,30.02893,25
63.31604,30.02688,25
63.31644,30.02566,25
63.31701,30.02414,68
63.32111,30.022,68
63.32125,30.02417,68
63.6747,30.03818,68
63.67464,30.0373,68
63.67463,30.03723,68
63.6745,30.03736,68
63.3258,30.02812,59
63.32395,30.03079,25
63.32395,30.03075,25
63.29946,30.06913,25
63.29952,30.06892,25
63.29923,30.06863,25
62.59627,29.74521,3
62.92501,30.10756,11
62.94846,30.10077,11
62.99432,30.07163,11
63.31485,30.03916,25
63.31482,30.03835,25
63.31415,30.03869,25
63.3146,30.03335,25
62.28882,27.52423,37
63.32071,30.02347,68
63.3212,30.02375,68
63.32364,30.03332,25
63.32508,30.03549,25
63.32515,30.03561,25
63.32515,30.03562,25
63.32512,30.03562,25
63.32346,30.03264,25
63.32346,30.03267,25
63.32325,30.03196,25
63.32346,30.03137,25
63.32345,30.03265,25
63.32323,30.03252,25
63.32282,30.03217,25
63.32208,30.0317,25
63.32179,30.02976,25
63.32194,30.02706,68
63.32156,30.02511,68
63.03392,30.13836,11
62.92148,30.24364,61
62.90678,30.22386,11
63.31311,30.03185,25
63.31311,30.03189,25
63.31336,30.03146,25
63.31362,30.02975,25
63.30859,30.01107,25
63.30864,30.01113,25
63.30875,30.01121,25
63.32017,30.01978,68
63.32005,30.02055,68
63.32132,30.02225,68
63.32173,30.02252,68
63.32186,30.02329,68
63.32357,30.03065,25
63.32395,30.03107,25
63.18821,30.14612,32
63.13244,30.1284,32
63.058,30.11175,11
63.05387,30.11017,11
63.05061,30.11079,11
63.0435,30.10412,11
63.04112,30.10416,11
63.03746,30.09977,11
62.94196,30.11128,11
63.32358,30.03146,25
63.32345,30.0327,25
63.32443,30.03224,25
63.32465,30.03224,25
63.3245,30.03191,25
63.32434,30.03158,25
63.32415,30.03142,25
63.32388,30.03109,25
63.31958,30.02366,68
63.31984,30.02348,68
63.31985,30.02369,68
63.32007,30.02385,68
63.32011,30.02385,68
63.32041,30.02489,68
63.32051,30.02518,68
63.32083,30.02538,68
63.32107,30.02553,68
63.42614,30.43649,25
63.42616,30.43653,25
63.42601,30.43638,25
63.42602,30.43621,25
63.42306,30.43298,59
63.4229,30.43194,59
63.42226,30.43113,25
63.42132,30.43295,59
63.42134,30.43259,59
63.42477,30.43898,25
63.42573,30.43759,25
63.4258,30.43668,25
62.59851,29.74298,3
62.61713,29.77608,26
62.59879,29.74522,1
62.60008,29.75225,1
62.59978,29.75205,1
62.59938,29.75571,6
62.59905,29.75722,6
62.59911,29.75772,6
62.59911,29.75778,6
62.59898,29.758,6
62.5986,29.75936,45
62.5988,29.75989,45
62.59909,29.75953,45
62.59913,29.75934,45
62.59915,29.75947,45
62.59955,29.75992,45
62.5995,29.76,45
62.59948,29.75997,45
62.59975,29.76178,45
62.59981,29.7619,45
62.59977,29.76208,45
62.60005,29.76216,45
62.59995,29.76211,45
62.60015,29.76218,45
62.60033,29.76117,45
62.60014,29.76092,45
62.60043,29.76108,45
62.60051,29.76112,45
62.6006,29.76112,45
62.60074,29.76184,45
62.60086,29.76258,45
62.60091,29.76237,45
62.60094,29.76205,45
62.60113,29.76196,45
62.60135,29.76189,45
62.60142,29.76203,45
62.60121,29.76259,45
62.60124,29.76306,45
62.60118,29.76335,45
62.60081,29.76441,20
62.60079,29.76432,45
62.60093,29.76468,20
62.60075,29.76479,20
62.6015,29.76169,45
63.07563,30.08041,11
63.08,30.07314,32
63.13674,30.00345,32
63.1427,30.0003,32
63.15692,29.98985,32
63.3101,30.03269,25
63.31015,30.0328,25
63.31034,30.03219,25
63.31052,30.03192,25
63.31061,30.032,25
63.31064,30.03191,25
63.31067,30.03216,25
63.31074,30.03196,25
63.31081,30.03157,25
63.31081,30.03168,25
63.31075,30.03163,25
63.31076,30.03172,25
63.31076,30.03171,25
63.31083,30.03173,25
63.31088,30.03185,25
63.31087,30.03186,25
63.31091,30.03191,25
63.31098,30.03198,25
63.31108,30.03185,25
63.31109,30.03186,25
63.31112,30.03173,25
63.31117,30.03161,25
63.3112,30.03187,25
63.3112,30.03195,25
63.31117,30.03177,25
63.31123,30.03158,25
63.31109,30.03145,25
63.31112,30.03136,25
63.31117,30.03142,25
63.31121,30.03126,25
63.31124,30.03117,25
63.3112,30.03124,25
63.31118,30.03124,25
63.31117,30.03118,25
63.31113,30.03132,25
63.31099,30.03113,25
63.31094,30.03105,25
63.31095,30.03122,25
63.31084,30.03092,25
63.31091,30.03115,25
63.31077,30.03083,25
63.31078,30.03082,25
63.31069,30.03062,25
63.31086,30.03069,25
63.3107,30.03078,25
63.31073,30.03088,25
63.31063,30.03075,25
63.31068,30.03089,25
63.31062,30.03095,25
63.3106,30.03101,25
63.3106,30.03114,25
63.31055,30.03117,25
63.31061,30.0312,25
63.31062,30.03111,25
63.31059,30.03119,25
63.31061,30.03129,25
63.31067,30.03126,25
63.31055,30.03112,25
63.31055,30.03102,25
63.31044,30.03096,25
63.3105,30.03096,25
63.31047,30.03082,25
63.31045,30.03075,25
63.31047,30.0307,25
63.31049,30.03053,25
63.31049,30.03051,25
63.31052,30.03045,25
63.31047,30.03059,25
63.31044,30.03053,25
63.31044,30.03066,25
63.31043,30.03072,25
63.31041,30.03076,25
63.31032,30.03092,25
63.31031,30.03089,25
63.31028,30.03085,25
63.31007,30.03095,25
63.31018,30.03105,25
63.31004,30.03102,25
63.31013,30.03099,25
63.31013,30.03087,25
63.31011,30.03108,25
63.3102,30.03114,25
63.31021,30.03121,25
63.31027,30.03122,25
63.31028,30.0311,25
63.31025,30.0312,25
63.3103,30.03152,25
63.31011,30.0312,25
63.31045,30.03144,25
63.3103,30.03163,25
63.31038,30.0317,25
63.31018,30.03228,25
63.31002,30.03259,25
63.31008,30.03258,25
63.30998,30.03253,25
63.30998,30.03226,25
63.33294,30.05629,25
63.33563,30.0372,59
62.60142,29.75468,6
63.29391,30.02549,32
62.5986,29.74351,3
62.59857,29.74457,3
62.59885,29.74437,3
62.60161,29.75262,1
62.60148,29.7534,1
62.60024,29.75901,6
63.29428,30.02705,32
62.90797,30.23001,11
62.9101,30.23988,61
62.60079,29.74936,1
62.59899,29.74464,3
62.92548,30.15229,11
63.31913,30.03265,25
63.31825,30.03466,25
63.31728,30.03656,25
63.31478,30.03725,59
63.3134,30.0385,59
63.31186,30.04167,25
63.31152,30.04213,25
63.31171,30.04446,25
63.31189,30.04565,25
63.31206,30.04571,25
63.31214,30.04568,25
63.30764,30.06073,25
63.30476,30.04818,25
63.30607,30.04456,25
63.31248,30.03412,25
63.31763,30.02429,68
63.31826,30.02415,68
63.31947,30.02233,68
63.31969,30.02145,68
63.32109,30.02213,68
63.32128,30.02341,68
63.32127,30.02348,68
62.5984,29.74466,3
62.59823,29.74437,3
63.32143,30.02569,68
63.29827,30.02946,32
63.29852,30.02955,32
62.6183,29.77294,43
62.59733,29.74395,3
63.29869,30.02981,25
63.27691,30.09199,25
63.13282,30.12858,32
62.59942,29.74382,3
62.61819,29.71718,2
62.61817,29.7171,2
62.61815,29.71726,2
63.31487,30.02978,25
63.42508,30.44804,25
63.42359,30.45778,25
63.42326,30.46113,25
63.41882,30.50683,59
63.41806,30.50631,59
63.41768,30.50623,59
63.30419,30.06175,25
63.55569,29.02354,65
63.54494,29.13064,65
63.38581,30.33853,59
63.13865,30.29446,61
62.93953,30.31919,61
62.71495,29.85456,64
62.61548,29.76876,43
62.78119,29.94016,64
62.81202,30.14181,33
62.94183,30.1114,11
62.94206,30.11104,11
63.29395,30.02793,32
62.60032,29.76062,45
62.59789,29.75584,6
62.59964,29.74573,1
63.30332,30.0769,59
63.30296,30.07778,25
63.30551,30.01132,25
63.30797,30.03197,25
62.59885,29.74322,3
62.59844,29.74498,3
62.59833,29.75877,6
62.5987,29.75902,6
62.59876,29.7592,45
62.59937,29.7596,45
62.59935,29.75577,6
62.5993,29.7487,1
62.59943,29.74505,1
62.48732,30.26366,33
63.32389,30.03076,25
63.32389,30.03076,25
63.32136,30.02576,68
63.29794,30.03433,25
63.3239,30.03111,25
63.32121,30.0243,68
63.32121,30.0243,68
63.3203,30.02409,68
63.31916,30.02495,68
63.31919,30.02533,68
63.3198,30.02378,68
63.31989,30.02379,68
63.31998,30.02385,68
63.32031,30.02417,68
63.32039,30.02417,68
63.32408,30.02915,25
63.32539,30.02419,68
63.33248,30.03615,25
63.33115,30.03483,68
63.33053,30.03549,68
63.32909,30.03683,25
63.32833,30.03848,25
63.32527,30.03582,25
63.32527,30.03582,25
63.32478,30.03502,25
63.32406,30.02289,68
63.32301,30.01052,68
63.32413,30.01851,68
63.32412,30.02009,68
63.35789,27.40157,31
63.35791,27.40157,31
63.35779,27.40278,31
63.35767,27.40275,31
63.35664,27.40354,31
63.3566,27.40349,31
63.51337,29.34852,65
63.51337,29.34852,65
63.29362,30.02773,32
62.59809,29.74448,3
63.29363,30.02727,32
63.29467,30.02435,32
63.2938,30.02599,32
63.29486,30.02425,32
63.29504,30.02421,32
63.29521,30.02424,32
63.29602,30.02405,32
63.29618,30.02389,32
62.60138,29.76384,45
62.59814,29.75589,6
62.59809,29.74448,3
63.29368,30.02681,32
63.29379,30.02795,32
63.29898,30.03116,25
63.29807,30.02942,32
63.29448,30.02678,32
62.80715,30.1396,33
62.67439,29.79161,43
62.59809,29.74448,3
62.48751,30.26457,33
62.4876,30.26459,33
62.4873,30.26368,33
62.59995,29.76048,45
62.59995,29.76048,45
62.74854,29.81605,64
62.7486,29.81604,64
63.42628,30.43657,25
63.29633,30.02368,32
63.29649,30.02342,32
63.29667,30.02336,32
63.29686,30.02338,32
63.29703,30.02357,32
63.2972,30.02383,32
63.29736,30.02409,32
63.29747,30.02436,32
63.29757,30.02468,32
63.29754,30.0251,32
63.29748,30.02557,32
63.29735,30.02618,32
63.3238,30.0308,25
63.32379,30.0308,25
63.2973,30.02646,32
62.72156,29.0122,7
62.72216,29.01398,7
62.72138,29.01211,7
63.29721,30.02668,32
63.29709,30.02704,32
63.29703,30.02797,32
63.29704,30.02746,32
63.29701,30.02844,32
63.29687,30.02881,32
63.29668,30.02899,32
63.29728,30.03459,25
62.59996,29.74482,1
62.60016,29.74342,3
62.60063,29.74142,3
64.21219,27.71768,31
63.29751,30.03453,25
63.29772,30.03446,25
62.48732,30.26361,33
62.48733,30.26362,33
64.2121,27.71795,31
63.32109,30.02367,68
63.00899,29.98145,33
62.94248,30.11118,11
62.59809,29.75556,6
62.6011,29.74394,1
63.29813,30.03414,25
63.2989,30.03028,25
63.29899,30.03073,25
63.30085,30.06524,25
63.32266,30.02282,68
63.32189,30.02406,68
63.29828,30.03394,25
62.75755,30.02952,33
62.75754,30.02953,33
62.73,29.96084,64
62.73847,29.98411,64
63.2932,30.03194,32
63.29326,30.02829,32
63.29355,30.02767,32
63.29845,30.03355,25
63.2986,30.03319,25
63.29876,30.03292,25
63.29887,30.03256,25
62.59809,29.74448,3
63.29891,30.03209,25
63.29895,30.03159,25
63.33419,30.03606,25
63.29861,30.02976,32
63.29852,30.02913,32
63.29828,30.02845,32
63.29803,30.0294,32
63.29782,30.02868,32
63.29727,30.02838,32
63.33448,30.24743,59
63.32579,30.20516,25
63.34059,30.1974,25
63.34066,30.19756,25
63.24944,30.13397,25
63.23151,30.13148,32
62.97419,30.15738,11
62.97418,30.15737,11
63.29415,30.0274,32
63.29405,30.02771,32
63.29476,30.02689,32
63.29493,30.02698,32
63.29517,30.02709,32
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
62.59809,29.74448,3
63.13003,30.12713,32
62.59809,29.74448,3
63.32261,30.00885,68
63.32418,30.0291,25
63.11939,30.12385,32
62.9626,30.07741,11
63.30834,30.03922,25
63.16069,30.14028,32
62.6029,29.76804,20
62.60098,29.76612,20
62.60033,29.76572,20
62.60031,29.76382,45
62.60172,29.75812,6
62.60461,29.7504,1
62.6039,29.74472,1
62.59809,29.74448,3
62.59809,29.74448,3
63.32129,30.02446,68
62.79852,30.15251,33
63.3145,30.03755,59
63.42588,30.43647,25
63.42593,30.43643,25
63.42599,30.43642,25
63.42614,30.43659,25
63.42617,30.4367,25
63.29449,30.06958,25
62.73209,29.96664,64
62.72332,29.94156,64
63.32108,30.02388,68
63.31914,30.02314,68
63.31874,30.02473,68
63.31809,30.0273,68
63.31782,30.02817,25
63.31662,30.03002,25
63.31648,30.03113,59
63.31654,30.0318,59
63.3169,30.03128,59
63.3189,30.02886,25
63.31929,30.02765,68
63.31952,30.02709,68
63.31993,30.026,68
63.32027,30.02503,68
62.59968,29.76444,20
62.81911,30.18763,33
62.8366,30.1961,11
62.91144,30.24333,61
62.91717,30.24951,61
63.31991,30.02379,68
63.32088,30.02372,68
62.96924,30.06919,11
63.33407,30.03643,25
63.33517,30.03472,25
63.33534,30.03498,25
63.33079,30.05769,25
63.33264,30.0591,25
62.59809,29.74448,3
63.32148,30.02584,68
63.3215,30.02555,68
63.32153,30.02574,68
62.95216,27.6766,31
62.93886,27.65154,31
61.89722,27.80608,37
61.89734,27.80604,37
61.76215,27.57676,37
62.30281,27.86098,37
62.79704,28.53989,31
63.32173,30.02553,68
63.32146,30.02578,68
63.3205,30.02026,68
63.29925,30.06852,25
62.60787,29.77521,20
62.61951,29.85808,60
62.60289,29.76022,45
62.60276,29.76022,45
62.59529,29.75361,1
63.24091,30.13421,25
63.30082,30.05845,25
63.3212,30.02588,68
63.3216,30.02597,68
63.32158,30.02582,68
63.32178,30.02613,68
63.3214,30.02539,68
63.32133,30.02574,68
63.32151,30.02573,68
62.61999,29.85868,60
63.28444,30.08284,25
63.28826,30.07868,25
63.21428,30.1405,32
62.69895,29.82401,64
62.64286,29.78362,43
62.62993,29.77999,43
62.96617,30.17021,11
63.01172,30.16937,11
63.29889,30.03272,25
63.2976,30.03466,25
63.32157,30.02598,68
63.32154,30.02577,68
63.32152,30.02573,68
62.59587,29.74494,3
62.61762,29.77794,43
62.59887,29.76403,45
62.59631,29.74532,3
62.71502,29.8545,64
63.32157,30.0258,68
62.97411,30.1574,11
63.32126,30.02551,68
63.32147,30.02571,68
62.91467,30.25121,61
62.92908,30.2335,11
62.59616,29.74518,3
62.62844,29.75046,8
62.65117,29.7821,43
62.71792,29.85583,64
62.71803,29.91254,64
63.29877,30.06257,25
63.2997,30.06796,25
63.30437,30.04922,25
62.71682,29.89482,64
62.61512,29.73554,8
62.61518,29.73681,29
62.62757,29.77101,43
63.32154,30.02574,68
62.95941,30.08137,11
63.32148,30.02576,68
62.71513,29.86112,64
63.29953,30.06814,25
63.32149,30.02566,68
63.2993,30.06854,25
63.39443,30.43575,25
63.29946,30.06828,25
63.32183,30.02689,68
63.3226,30.00895,68
62.62013,29.86012,60
63.32509,30.0657,59
63.33563,30.03965,59
63.29579,30.02719,32
63.298,30.0293,32
63.32283,30.03093,25
63.32164,30.02542,68
62.97394,30.15779,11
63.306,30.04396,25
62.97403,30.15771,11
62.62001,29.85872,60
62.62013,29.86004,60
62.62131,29.75461,8
63.33826,30.24306,25
63.33539,30.24663,59
63.29922,30.06847,25
63.31049,30.03619,25
63.32164,30.02611,68
63.32161,30.02583,68
63.32159,30.02594,68
63.32156,30.02559,68
63.29912,30.06842,25
62.58903,29.7912,51
62.58895,29.79363,9
62.59626,29.74524,3
63.32136,30.02551,68
63.29802,30.0293,32
63.32148,30.02568,68
63.27112,30.1035,25
62.97399,30.15736,11
62.59584,29.74472,3
62.60158,29.74462,1
62.60078,29.74379,3
63.32148,30.026,68
63.32138,30.02557,68
63.12297,30.12527,32
62.60453,29.76193,26
62.60118,29.74623,1
62.60036,29.7454,1
62.59801,29.74904,1
62.59771,29.74889,1
62.59817,29.74894,1
62.59783,29.74902,1
62.59565,29.74482,3
62.61944,29.77828,43
62.61749,29.77715,43
62.60075,29.76301,45
62.59584,29.74484,3
62.61604,29.77054,43
63.32128,30.02509,68
63.32147,30.02557,68
63.29846,30.06875,25
63.29927,30.0686,25
63.32154,30.02578,68
63.31453,30.0449,25
63.32154,30.02583,68
63.29932,30.06858,25
63.29946,30.06842,25
63.42603,30.43597,25
63.42601,30.43622,25
63.29923,30.06836,25
63.32149,30.02584,68
63.04524,30.12556,11
63.3217,30.02606,68
63.32139,30.02566,68
62.5963,29.74521,3
63.32162,30.02578,68
63.32147,30.02532,68
63.32159,30.02566,68
62.29341,27.74906,37
62.60219,29.74503,1
63.32141,30.02567,68
62.59676,29.75241,6
62.60144,29.75373,6
62.60166,29.75018,1
62.596,29.74486,3
62.60219,29.75708,6
62.59482,29.75564,1
63.28543,30.08187,32
62.60115,29.75527,6
63.29951,30.06818,25
63.32147,30.02585,68
61.86681,27.73825,37
61.95056,27.80527,37
63.32183,30.02676,68
63.32136,30.02542,68
63.22412,30.00775,32
63.18593,30.09717,32
63.09704,29.99732,32
62.98513,30.05987,11
63.17836,30.14852,32
62.94179,30.11129,11
62.93983,30.11248,11
62.59655,29.74573,3
62.59694,29.75318,6
62.59801,29.7441,3
62.59841,29.74377,3
62.5985,29.74355,3
63.32154,30.01716,68
63.31916,30.01945,68
62.66223,29.82001,47
62.61972,29.86457,60
62.61665,29.8382,24
62.75346,30.02043,33
62.59842,29.75384,6
62.60132,29.76245,45
62.60134,29.76263,45
62.59788,29.74446,3
63.00927,29.98231,33
63.00894,29.98162,33
63.00687,29.98034,33
62.9752,30.15658,11
63.23907,30.1334,25
63.25431,30.13045,25
64.21203,27.72129,31
63.29943,30.06835,25
64.2162,27.715,31
63.30756,30.06099,25
63.16273,30.14206,32
62.60919,29.7632,26
62.6092,29.76313,26
62.48731,30.26359,33
63.32151,30.02581,68
62.48804,30.25847,33
62.49262,30.24945,33
62.59664,29.74562,3
62.60424,29.73841,1
62.60149,29.73886,50
62.59954,29.7458,1
62.59803,29.74439,3
62.64356,29.81124,47
62.7139,29.8587,64
63.0696,30.12941,11
63.32149,30.02573,68
63.3215,30.02583,68
63.22448,30.13605,32
63.15506,30.13607,32
62.95677,30.0846,11
62.93387,30.0958,11
62.93501,30.06551,33
62.95926,29.84761,64
62.59626,29.74537,3
62.67017,29.78965,43
62.72178,29.01409,7
62.76592,30.04122,33
62.6133,29.55601,19
62.61721,29.47325,19
62.66957,29.121,7
62.7033,29.06403,7
62.7208,29.01352,7
62.72021,29.01416,7
62.61909,29.5174,19
62.63871,29.64875,19
62.67515,29.78883,43
62.98127,30.20401,11
62.92922,30.2336,11
62.96888,30.06945,11
62.5967,29.74566,3
63.29443,30.06987,25
62.71501,29.85471,64
62.89963,30.20946,11
62.5968,29.74546,3
62.59673,29.74577,3
63.32145,30.02586,68
63.32188,30.02671,68
63.05934,27.67509,31
63.05931,27.67514,31
62.88346,27.69801,31
63.32549,30.02751,25
63.32548,30.02759,25
62.72988,29.96046,64
62.74784,29.81499,64
63.32518,30.0313,25
63.32355,30.03028,25
63.32526,30.03126,25
63.3236,30.0304,25
63.3253,30.03133,25
63.32358,30.03041,25
63.12399,30.12551,32
62.9421,30.111,11
62.93793,30.11299,11
62.59657,29.74551,3
62.59668,29.74563,3
63.32136,30.02602,68
63.32152,30.02575,68
63.32164,30.02597,68
62.59673,29.74557,3
62.94544,30.10866,11
63.27654,30.09256,25
63.32173,30.02576,68
63.29923,30.06863,25
63.54523,29.20377,65
63.56782,28.54227,31
63.36667,27.39851,31
63.35907,27.40161,31
63.31195,30.03456,25
63.32156,30.02545,68
63.32124,30.02581,68
63.32524,30.02368,68
63.32543,30.02415,68
63.3253,30.02414,68
63.32547,30.024,68
63.32153,30.02584,68
63.29937,30.06873,25
63.32531,30.02432,68
63.33076,30.03516,68
63.3191,30.02492,68
63.3214,30.02489,68
63.32135,30.02588,68
63.29948,30.06865,25
63.30263,30.06738,25
63.32198,30.02556,68
62.71503,29.85461,64
63.32151,30.02593,68
63.20768,30.13959,32
62.59668,29.74554,3
62.59841,29.74318,3
62.59859,29.74274,3
62.59964,29.74674,1
62.60115,29.76236,45
62.60124,29.76265,45
62.5978,29.75829,6
62.59669,29.75465,6
62.59675,29.75386,6
62.59862,29.74339,3
62.59872,29.74299,3
62.59779,29.7445,3
63.32142,30.02558,68
62.61489,29.8288,24
62.61523,29.8291,24
63.32147,30.02576,68
63.3041,30.02065,25
63.30541,30.00419,25
63.319,30.03307,25
62.59922,29.74521,1
62.60127,29.76158,45
62.5967,29.74572,3
63.32147,30.02535,68
63.32159,30.02568,68
63.32168,30.02548,68
63.30799,30.03987,25
62.5966,29.74561,3
62.59669,29.74585,3
63.32151,30.02538,68
63.42371,30.42661,25
63.32145,30.02572,68
63.42368,30.42658,25
63.55575,29.02352,65
63.48851,29.53704,65
63.38071,29.83465,68
63.42373,30.42659,25
63.30421,30.06177,25
63.29928,30.06848,25
63.423,30.43424,25
63.42612,30.43631,25
63.41619,30.50333,25
63.29883,30.06862,25
63.32137,30.02204,68
62.59922,29.74398,3
62.5991,29.744,3
62.59679,29.74568,3
63.32149,30.0258,68
62.59856,29.7431,3
62.59843,29.74311,3
62.59765,29.74411,3
63.32145,30.02574,68
62.59664,29.74554,3
63.31879,30.01883,68
63.3215,30.02528,68
63.32157,30.02601,68
63.32144,30.0257,68
62.92512,30.15145,11
62.5991,29.74415,3
62.59904,29.74399,3
62.59617,29.73984,3
62.59632,29.7404,3
62.59945,29.74497,1
62.59956,29.74522,1
62.60181,29.75172,1
62.60181,29.75172,1
63.27882,30.08901,32
63.31824,30.02421,68
62.61698,29.7722,43
62.60101,29.76229,45
62.60244,29.74788,1
63.32153,30.02579,68
62.71596,29.85618,64
62.59648,29.74543,3
63.30213,30.05491,25
63.32326,30.03014,25
62.59973,29.75541,6
62.59866,29.74485,3
62.59859,29.7428,3
62.59865,29.74291,3
62.59851,29.74331,3
63.31496,30.02959,25
63.31789,30.0207,68
63.21544,30.14058,25
63.28788,30.07916,25
63.29929,30.06847,25
63.3215,30.02581,68
63.32182,30.02638,68
63.32166,30.0259,68
63.31076,30.0317,25
63.31011,30.03275,25
63.32148,30.02577,68
62.98683,30.1369,11
63.50666,29.37842,65
62.30354,27.85163,37
62.61987,29.86007,60
62.60165,29.76175,45
62.59977,29.7621,45
62.61499,29.82837,24
63.32343,30.03069,25
63.10163,30.03763,32
62.59618,29.74504,3
62.88717,30.11441,33
63.26561,30.11419,25
63.29929,30.06849,25
62.69078,29.80941,64
62.61711,29.77595,26
62.60113,29.74351,3
62.59848,29.74297,3
62.59861,29.74296,3
63.13248,30.12851,32
63.31926,30.0194,68
63.32533,30.02439,68
63.32538,30.02392,68
63.32141,30.02574,68
63.42616,30.43598,25
63.42603,30.4359,25
63.29934,30.0687,25
62.5965,29.74543,3
63.31318,30.03288,25
63.32139,30.02555,68
63.31964,30.03146,25
63.13168,30.12806,32
62.60098,29.75649,6
62.59648,29.74548,3
63.31733,30.02226,68
63.32138,30.02474,68
63.33209,30.02991,68
63.32135,30.0257,68
62.59653,29.74566,3
62.28843,27.49989,37
62.29275,27.7533,37
63.03541,30.10853,11
62.72193,29.93769,64
62.96639,30.07266,11
62.94734,30.10454,11
63.31877,30.01876,68
63.31871,30.0187,68
63.32143,30.02576,68
63.32157,30.02594,68
63.3208,30.02364,68
62.59632,29.74517,3
62.59794,29.74428,3
63.26032,30.12199,25
63.32375,30.03115,25
63.32375,30.03061,25
63.32395,30.03075,25
63.32398,30.03078,25
63.32394,30.03076,25
63.32395,30.03078,25
63.3258,30.02755,59
63.32559,30.02784,25
63.67455,30.0373,68
63.29926,30.06846,25
63.31216,30.03446,25
63.32128,30.02635,68
63.32145,30.0253,68
63.32141,30.02536,68
63.32055,30.02403,68
63.3212,30.02361,68
63.32155,30.02577,68
62.62565,29.85438,60
63.25204,30.13248,32
62.97609,30.15631,11
62.60121,29.74615,1
62.60042,29.74471,1
63.53976,28.94431,31
63.41631,29.77396,68
63.32414,30.03166,25
63.32364,30.03138,25
63.29889,30.06853,25
63.1378,30.13077,32
62.71618,29.85946,64
62.62702,29.77893,43
62.60039,29.74301,3
62.60121,29.7435,3
62.59864,29.74347,3
62.59874,29.74377,3
63.32387,30.03128,25
63.32363,30.03133,25
63.32371,30.03115,25
63.32395,30.03094,25
63.04458,30.12556,11
62.8072,30.14238,33
62.80726,30.14236,33
63.04395,30.1254,11
63.29948,30.06815,25
63.29924,30.06821,25
63.30712,30.04724,59
63.30787,30.0428,25
63.30717,30.04377,25
63.30796,30.04284,25
63.04519,30.12557,11
62.80715,30.14242,33
62.75276,30.02098,33
62.59656,29.74571,3
62.64841,29.67973,19
62.59433,29.77786,20
62.59457,29.77815,20
62.59433,29.77786,20
62.59445,29.7773,20
62.59438,29.77781,20
62.59539,29.76936,20
62.61322,30.01353,60
62.61322,30.01353,60
62.59461,29.7773,20
62.42603,30.40208,33
62.42605,30.40207,33
63.08544,31.17108,61
62.59445,29.77755,20
62.59459,29.77752,20
62.59398,29.77672,20
62.58964,29.78954,51
62.5892,29.79019,51
62.589,29.78881,51
62.58501,29.79408,51
62.59776,29.81519,54
62.60049,29.80241,9
62.60281,29.80357,9
62.60417,29.80409,9
62.61663,29.78889,9
62.62681,29.79796,9
62.61992,29.80892,47
62.61574,29.81918,24
62.61668,29.83808,24
62.61632,29.83776,24
62.62023,29.83798,24
62.61932,29.85763,60
62.61531,29.81535,47
62.61497,29.81667,47
62.59809,29.74414,3
62.58888,29.78896,51
62.61697,29.81617,47
62.62036,29.82942,24
62.61424,29.81508,54
62.61428,29.81568,54
62.63251,29.66075,63
62.63585,29.66463,19
62.62791,29.69495,19
62.62514,29.69425,2
62.62492,29.69404,63
62.61982,29.70888,2
62.6198,29.70914,2
62.62155,29.68954,63
62.6069,29.74902,1
62.60494,29.75266,1
62.60199,29.76193,45
62.60291,29.7983,9
62.59086,29.73748,3
62.59437,29.77743,20
62.61412,29.81286,54
62.89037,27.68553,31
61.43302,29.18547,69
62.59441,29.77772,20
62.59303,29.75244,1
62.59767,29.76408,45
62.59439,29.77763,20
62.59451,29.77745,20
62.59451,29.77745,20
62.62352,29.77957,43
62.62679,29.79786,9
62.61045,29.8373,24
62.61019,29.80503,9
62.60039,29.75407,6
62.79935,28.50401,31
62.02248,29.8703,4
62.02226,29.87026,4
62.61579,29.72632,35
62.7013,29.64803,19
62.6027,29.74565,1
62.59453,29.7779,20
62.59435,29.77752,20
62.59433,29.77786,20
62.59477,29.77819,20
62.60137,29.76143,45
62.59433,29.77786,20
62.6134,29.81867,54
62.65944,29.6571,63
62.64348,29.8381,24
62.64348,29.8381,24
62.59014,29.81167,9
62.50815,29.82152,51
62.50774,29.82058,51
62.50759,29.82176,51
62.59433,29.77786,20
62.59433,29.77786,20
61.86889,28.88692,69
61.76286,29.38968,69
62.59809,29.74448,3
62.5072,29.82029,51
62.50726,29.82032,51
62.61522,29.81391,47
62.61119,29.79498,9
62.60627,29.77123,20
62.60461,29.77095,20
62.60138,29.76152,45
62.60142,29.76164,45
62.59464,29.77748,20
